repo,path,kind,format,files,bytes,tracked,layer,last_commit,last_commit_subject,rows,cols,first,last,key_guess,read_error,producers,n_producers,consumers,n_consumers,workflows,n_workflows,mention_only,orphan_written_never_read,dead_no_code_touches_it
v9,output/pl_squads.csv,file,csv,1,37591,True,UNKNOWN,2026-09-21T13:18:03,auto: fantasy refresh 2026-09-21 13:18 UTC,617.0,14.0,,,,,pro:player_model/fantasy.py; v9:.github/workflows/fantasy_refresh.yml; v9:player_model/fantasy.py,3,pro:player_model/fantasy.py; v9:player_model/fantasy.py,2,v9:.github/workflows/fantasy_refresh.yml,1,0,False,False
v9,output/pl_squads_official.csv,file,csv,1,24224,True,UNKNOWN,2026-09-21T13:18:03,auto: fantasy refresh 2026-09-21 13:18 UTC,617.0,6.0,,,,,pro:player_model/fantasy.py; v9:.github/workflows/fantasy_refresh.yml; v9:player_model/fantasy.py,3,pro:player_model/fantasy.py; v9:player_model/fantasy.py,2,v9:.github/workflows/fantasy_refresh.yml,1,5,False,False
v9,output/postponed.csv,file,csv,1,107,True,UNKNOWN,2026-09-22T01:50:18,auto: predict 2026-09-22 01:50 UTC,1.0,5.0,2026-09-22 00:00:00,2026-09-22 00:00:00,date+home_team+away_team,,pro:pipeline.py; v9:.github/workflows/predict.yml; v9:pipeline.py,3,,0,v9:.github/workflows/predict.yml,1,0,True,False
v9,output/predictions.csv,file,csv,1,66005,True,DERIVED,2026-09-23T04:40:34,auto: predict 2026-09-23 04:40 UTC,58.0,151.0,2026-09-24 00:00:00,2026-09-28 00:00:00,date+home_team+away_team,,pro:.github/workflows/pro_backfill_results.yml; pro:.github/workflows/pro_collect.yml; pro:pipeline.py; pro:src/pipelines/tourney.py; v9:.github/workflows/predict.yml; v9:pipeline.py,7,pro:pages/10_🤖_Agent_Analysis.py; pro:pages/1_📊_Dashboard.py; pro:pages/8_⏱_HalfTime.py; pro:scripts/v11_shadow.py; pro:telegram_bot/notifier.py; v9:pages/10_🤖_Agent_Analysis.py; v9:pages/1_📊_Dashboard.py; v9:pages/6_⚡_Live.py,11,pro:.github/workflows/pro_backfill_results.yml; pro:.github/workflows/pro_collect.yml; v9:.github/workflows/predict.yml,3,22,False,False
v9,output/predict_health.json,file,json,1,292,True,REPORT,2026-09-23T04:40:34,auto: predict 2026-09-23 04:40 UTC,5.0,0.0,,,json object,,pro:telegram_bot/notifier.py; v9:.github/workflows/predict.yml; v9:src/health_check.py; v9:telegram_bot/notifier.py,4,v9:src/health_check.py,1,v9:.github/workflows/predict.yml,1,0,False,False
v9,output/props_health.json,file,json,1,6041,True,REPORT,2026-09-23T03:11:03,auto: player props 2026-09-23 03:11 UTC,12.0,0.0,,,json object,,v9:.github/workflows/player_props.yml,1,v9:.github/workflows/player_props.yml,1,v9:.github/workflows/player_props.yml,1,0,False,False
v9,output/prop_odds_coverage.json,file,json,1,10021,True,REPORT,2026-09-23T04:52:42,auto: prop odds snapshot 2026-09-23 04:52 UTC,34.0,7.0,,,json object,,v9:.github/workflows/player_props.yml; v9:.github/workflows/prop_odds_snapshot.yml; v9:player_model/odds_fetcher.py,3,,0,v9:.github/workflows/player_props.yml; v9:.github/workflows/prop_odds_snapshot.yml,2,2,True,False
v9,output/retrain_log.json,file,json,1,1998,True,REPORT,2026-09-22T11:14:49,auto: main-model retrain 2026-09-22,2.0,1.0,,,json object,,v9:.github/workflows/player_props.yml; v9:.github/workflows/retrain.yml; v9:pipeline.py; v9:player_model/pipeline.py,4,pro:src/monitoring/ml_learning_health.py; v9:telegram_bot/notifier.py,2,v9:.github/workflows/player_props.yml; v9:.github/workflows/retrain.yml,2,0,False,False
v9,output/sharp_ledger.csv,file,csv,1,207073,True,DERIVED,2026-09-22T17:48:11,auto: sharp 2026-09-22 17:48 UTC,1498.0,16.0,2026-06-14 00:00:00,2026-10-05 00:00:00,,,pro:update_results.py; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/sharp_tracker.yml; v9:.github/workflows/update_results.yml; v9:.github/workflows/worldcup.yml; v9:update_results.py,6,pro:telegram_bot/notifier.py; pro:update_results.py; v9:telegram_bot/notifier.py; v9:update_results.py,4,v9:.github/workflows/daily_summary.yml; v9:.github/workflows/sharp_tracker.yml; v9:.github/workflows/update_results.yml; v9:.github/workflows/worldcup.yml,4,3,False,False
v9,output/sharp_move_notified.json,file,json,1,13041,True,UNKNOWN,2026-09-22T17:34:58,auto: sharp-move alert dedup 2026-09-22 17:34 UTC,1.0,0.0,,,json object,,pro:telegram_bot/notifier.py; v9:.github/workflows/sharp_move_alert.yml; v9:telegram_bot/notifier.py,3,,0,v9:.github/workflows/sharp_move_alert.yml,1,0,True,False
v9,output/sharp_tips.csv,file,csv,1,6482,True,DERIVED,2026-09-22T23:54:18,auto: sharp 2026-09-22 23:54 UTC,49.0,13.0,2026-09-24 00:00:00,2026-10-06 00:00:00,date+league+match+market,,v9:.github/workflows/predict.yml; v9:.github/workflows/sharp_tracker.yml; v9:src/sharp_tracker.py; v9:src/sharp_tracker_v1.py,4,pro:pages/7_💰_Sharp_Money.py; pro:telegram_bot/notifier.py; v9:telegram_bot/notifier.py,3,v9:.github/workflows/predict.yml; v9:.github/workflows/sharp_tracker.yml,2,3,False,False
v9,output/side_bets.csv,file,csv,1,377,False,DERIVED,,,4.0,10.0,2026-09-22 00:00:00,2026-09-22 00:00:00,date+home_team+away_team,,pro:pipeline.py; v9:pipeline.py,2,pro:pages/1_📊_Dashboard.py; pro:telegram_bot/notifier.py; v9:pages/1_📊_Dashboard.py; v9:telegram_bot/notifier.py,4,,0,0,False,False
v9,output/side_bets_ledger.csv,file,csv,1,54607,True,DERIVED,2026-09-23T01:42:30,auto: results 2026-09-23 01:42 UTC,354.0,20.0,2026-08-09 00:00:00,2026-09-27 00:00:00,,,pro:pipeline.py; pro:update_results.py; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/predict.yml; v9:.github/workflows/update_results.yml; v9:pipeline.py,9,pro:telegram_bot/notifier.py; pro:update_results.py; v9:pages/12_💼_Portfolio.py; v9:scripts/backfill_clv.py; v9:src/ledger.py; v9:telegram_bot/notifier.py; v9:update_results.py,7,v9:.github/workflows/daily_summary.yml; v9:.github/workflows/predict.yml; v9:.github/workflows/update_results.yml,3,7,False,False
v9,output/squads_official.csv,file,csv,1,1265550,True,UNKNOWN,2026-09-22T12:04:32,auto: fantasy refresh 2026-09-22 12:04 UTC,18996.0,9.0,,,,,pro:player_model/fantasy.py; v9:.github/workflows/fantasy_refresh.yml; v9:player_model/fantasy.py,3,pro:player_model/fantasy.py; v9:player_model/fantasy.py,2,v9:.github/workflows/fantasy_refresh.yml,1,5,False,False
v9,output/standard_odds_history.csv,file,csv,1,653520,True,RAW,2026-09-23T04:40:34,auto: predict 2026-09-23 04:40 UTC,6828.0,7.0,2026-08-09 00:00:00,2026-09-28 00:00:00,,,v9:.github/workflows/predict.yml,1,,0,v9:.github/workflows/predict.yml,1,8,True,False
v9,output/standard_sidemarket_odds_history.csv,file,csv,1,4074253,True,RAW,2026-09-23T04:03:24,auto: std side-market odds capture 2026-09-23 04:03 UTC,38328.0,8.0,2024-08-10 00:00:00,2026-10-18 00:00:00,,,v9:.github/workflows/std_odds_capture.yml; v9:scripts/capture_std_sidemarket_odds_forward.py,2,pro:src/architecture/inventory.py; v9:scripts/capture_std_sidemarket_odds_forward.py; v9:src/data_loader.py; v9:update_results.py,4,v9:.github/workflows/std_odds_capture.yml,1,8,False,False
v9,output/training_coverage.json,file,json,1,11853,False,DERIVED,,,4.0,0.0,,,json object,,v9:src/data_loader.py,1,v9:src/data_loader.py,1,,0,0,False,False
v9,output/worldcup_history.json,file,json,1,1746170,True,CANONICAL,,,204.0,6.0,,,json object,,pro:worldcup/tracker.py; v9:.github/workflows/predict.yml; v9:.github/workflows/worldcup.yml; v9:worldcup/tracker.py,4,,0,v9:.github/workflows/predict.yml; v9:.github/workflows/worldcup.yml,2,5,True,False
v9,output/worldcup_model_tips.csv,file,csv,1,391,True,DERIVED,,,2.0,15.0,2026-07-14 00:00:00,2026-07-15 00:00:00,,,pro:worldcup/tracker.py; v9:.github/workflows/worldcup.yml; v9:worldcup/tracker.py,3,pro:pages/5_🌍_World_Cup.py,1,v9:.github/workflows/worldcup.yml,1,0,False,False
v9,output/worldcup_tips.csv,file,csv,1,91,True,DERIVED,,,0.0,10.0,,,,,pro:worldcup/tracker.py; v9:.github/workflows/predict.yml; v9:.github/workflows/worldcup.yml; v9:worldcup/tracker.py,4,pro:pages/5_🌍_World_Cup.py; pro:telegram_bot/notifier.py; v9:telegram_bot/notifier.py,3,v9:.github/workflows/predict.yml; v9:.github/workflows/worldcup.yml,2,2,False,False
v9,output/sharp_history/2026-06.json,file,json,1,908850,True,CANONICAL,2026-08-18T08:21:28,auto: sharp 2026-08-18 08:21 UTC,130.0,7.0,,,json object,,,0,,0,,0,0,False,True
v9,output/sharp_history/2026-07.json,file,json,1,4484586,True,CANONICAL,2026-08-18T08:21:28,auto: sharp 2026-08-18 08:21 UTC,513.0,7.0,,,json object,,,0,,0,,0,0,False,True
v9,output/sharp_history/2026-08.json,file,json,1,11887373,True,CANONICAL,2026-08-31T00:00:15,auto: sharp 2026-08-31 00:00 UTC,1396.0,7.0,,,json object,,,0,,0,,0,0,False,True
v9,output/sharp_history/2026-09.json,file,json,1,7613857,True,CANONICAL,2026-09-22T23:54:18,auto: sharp 2026-09-22 23:54 UTC,1371.0,7.0,,,json object,,,0,,0,,0,0,False,True
v9,output/sharp_history/2026-10.json,file,json,1,74119,True,CANONICAL,2026-09-22T23:54:18,auto: sharp 2026-09-22 23:54 UTC,36.0,7.0,,,json object,,,0,,0,,0,0,False,True
v9,telegram_bot/bot_config.json,file,json,1,92,False,UNKNOWN,,,2.0,0.0,,,json object,,pro:telegram_bot/notifier.py; v9:.github/workflows/live_scanner.yml; v9:telegram_bot/notifier.py,3,,0,v9:.github/workflows/live_scanner.yml,1,1,True,False
v9,telegram_bot/cashout_notified.json,file,json,1,9168,True,UNKNOWN,2026-09-20T17:18:44,auto: player props 2026-09-20 17:18 UTC,1.0,0.0,,,json object,,v9:.github/workflows/player_props.yml,1,,0,v9:.github/workflows/player_props.yml,1,2,True,False
v9,telegram_bot/live_notified.json,file,json,1,3294,True,UNKNOWN,2026-09-05T19:54:59,auto: live 2026-09-05 19:54 UTC,1.0,0.0,,,json object,,pro:telegram_bot/notifier.py; v9:.github/workflows/live_scanner.yml; v9:.github/workflows/predict.yml; v9:src/live_scanner.py; v9:telegram_bot/notifier.py,5,,0,v9:.github/workflows/live_scanner.yml; v9:.github/workflows/predict.yml,2,0,True,False
v9,telegram_bot/notified.json,file,json,1,69728,True,UNKNOWN,2026-09-23T05:31:56,auto: daily digest sent 2026-09-23,1.0,0.0,,,json object,,pro:.github/workflows/pro_bet_builder.yml; pro:telegram_bot/notifier.py; pro:test_telegram.py; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/live_scanner.yml; v9:.github/workflows/player_props.yml,14,,0,pro:.github/workflows/pro_bet_builder.yml; v9:.github/workflows/daily_summary.yml; v9:.github/workflows/live_scanner.yml; v9:.github/workflows/player_props.yml; v9:.github/workflows/predict.yml; v9:.github/workflows/retrain.yml,9,4,True,False
v9,telegram_bot/player_kickoff_cache.json,file,json,1,516281,True,CACHE,2026-09-22T16:17:08,auto: player props 2026-09-22 16:17 UTC,7326.0,0.0,,,json object,,pro:telegram_bot/notifier.py; v9:.github/workflows/player_props.yml; v9:telegram_bot/notifier.py,3,,0,v9:.github/workflows/player_props.yml,1,0,True,False
v9,telegram_bot/player_notified.json,file,json,1,55945,True,UNKNOWN,2026-09-23T05:31:56,auto: daily digest sent 2026-09-23,1.0,0.0,,,json object,,v9:.github/workflows/daily_summary.yml; v9:.github/workflows/player_props.yml,2,,0,v9:.github/workflows/daily_summary.yml; v9:.github/workflows/player_props.yml,2,2,True,False
v9,telegram_bot/sharp_notified.json,file,json,1,134747,True,UNKNOWN,2026-09-22T23:54:18,auto: sharp 2026-09-22 23:54 UTC,1.0,0.0,,,json object,,v9:.github/workflows/sharp_tracker.yml,1,,0,v9:.github/workflows/sharp_tracker.yml,1,2,True,False
v9,telegram_bot/wc_notified.json,file,json,1,15156,True,UNKNOWN,,,1.0,0.0,,,json object,,v9:.github/workflows/worldcup.yml,1,,0,v9:.github/workflows/worldcup.yml,1,2,True,False
v9,apifootball_ou_cache,cache_dir,json,45753,352367304,False,CACHE,,,,,,,,,v9:.github/workflows/af_history_extend.yml; v9:.github/workflows/predict.yml; v9:.github/workflows/retrain.yml,3,,0,v9:.github/workflows/af_history_extend.yml; v9:.github/workflows/predict.yml; v9:.github/workflows/retrain.yml; v9:.github/workflows/warm_nf_shot_cache.yml,4,5,True,False
v9,api_football_cache,cache_dir,json,186,45035631,False,CACHE,,,,,,,,,v9:.github/workflows/predict.yml; v9:.github/workflows/retrain.yml,2,,0,v9:.github/workflows/predict.yml; v9:.github/workflows/retrain.yml,2,1,True,False
v9,fixture_events_cache,cache_dir,json,11049,9165943,False,CACHE,,,,,,,,,,0,,0,,0,2,False,True
v9,fixture_player_cache,cache_dir,json,11050,346920984,False,CACHE,,,,,,,,,v9:.github/workflows/player_history_extend.yml; v9:.github/workflows/player_props.yml,2,,0,v9:.github/workflows/player_history_extend.yml; v9:.github/workflows/player_props.yml,2,2,True,False
v9,fixture_stats_cache,cache_dir,json,11135,1528700,False,CACHE,,,,,,,,,pro:player_model/data_fetcher.py; v9:.github/workflows/player_props.yml; v9:player_model/data_fetcher.py,3,pro:player_model/data_fetcher.py; v9:player_model/data_fetcher.py,2,v9:.github/workflows/player_props.yml,1,0,False,False
v9,lineup_cache,cache_dir,json,4,2672,False,CACHE,,,,,,,,,v9:.github/workflows/player_props.yml,1,,0,v9:.github/workflows/player_props.yml,1,2,True,False
v9,player_match_cache,cache_dir,json,6044,96162615,False,CACHE,,,,,,,,,v9:.github/workflows/injury_refresh.yml,1,,0,v9:.github/workflows/injury_refresh.yml,1,4,True,False
v9,player_season_stats_cache,cache_dir,json,4277,1890673,False,CACHE,,,,,,,,,,0,,0,,0,2,False,True
v9,prop_odds_cache,cache_dir,json,121,2303740,False,CACHE,,,,,,,,,v9:.github/workflows/player_props.yml; v9:.github/workflows/prop_odds_snapshot.yml,2,,0,v9:.github/workflows/player_props.yml; v9:.github/workflows/prop_odds_snapshot.yml,2,3,True,False
v9,scripts,cache_dir,json,1,289402,False,CACHE,,,,,,,,,v11:.github/workflows/v11_collect.yml; v9:.github/workflows/af_history_extend.yml; v9:.github/workflows/af_usage_monitor.yml; v9:.github/workflows/nf_odds_capture.yml; v9:.github/workflows/prop_odds_snapshot.yml; v9:.github/workflows/std_odds_capture.yml,6,,0,v11:.github/workflows/v11_collect.yml; v9:.github/workflows/af_history_extend.yml; v9:.github/workflows/af_usage_monitor.yml; v9:.github/workflows/nf_odds_capture.yml; v9:.github/workflows/prop_odds_snapshot.yml; v9:.github/workflows/std_odds_capture.yml,7,30,True,False
pro,arch_bets.parquet,file,parquet,1,3559046,False,DERIVED,,,99448.0,27.0,2025-08-22 00:00:00,2026-06-24 00:00:00,,,,0,,0,,0,0,False,True
pro,joined_bets.parquet,file,parquet,1,166605,False,DERIVED,,,101241.0,6.0,2025-04-01 00:00:00,2026-06-24 00:00:00,,,,0,,0,,0,0,False,True
pro,oddsband_bets.parquet,file,parquet,1,2306096,False,DERIVED,,,99448.0,10.0,2025-08-22 00:00:00,2026-06-24 00:00:00,,,,0,,0,,0,0,False,True
pro,odds_history_v9.json,file,json,1,2962,False,RAW,,,20.0,0.0,,,json object,,pro:.github/workflows/pro_weekly_audit.yml; pro:src/monitoring/weekly_audit.py; v9:.github/workflows/predict.yml,3,,0,pro:.github/workflows/pro_weekly_audit.yml; v9:.github/workflows/predict.yml,2,8,True,False
pro,player_history.parquet,file,parquet,1,61638355,False,CANONICAL,,,230216.0,211.0,2022-08-12 00:00:00,2026-07-04 00:00:00,fixture_id,,pro:player_model/pipeline.py; pro:src/pipelines/bet_builder.py; v9:.github/workflows/injury_refresh.yml; v9:.github/workflows/player_history_extend.yml; v9:.github/workflows/player_props.yml; v9:player_model/pipeline.py,6,pro:player_model/pipeline.py; pro:research/auc_marginal.py; pro:research/calibration_audit.py; pro:research/counterfactual_test.py; pro:research/distributional_test.py; pro:research/oracle_backtest.py; pro:scripts/weather_backtest.py; pro:scripts/x12_backtest.py,19,v9:.github/workflows/injury_refresh.yml; v9:.github/workflows/player_history_extend.yml; v9:.github/workflows/player_props.yml,3,16,False,False
pro,segmented_rules.csv,file,csv,1,5309,False,UNKNOWN,,,55.0,9.0,,,,,,0,,0,,0,0,False,True
pro,team_analyst_bets.parquet,file,parquet,1,2117420,False,DERIVED,,,99448.0,20.0,2025-08-22 00:00:00,2026-06-24 00:00:00,,,,0,,0,,0,0,False,True
pro,team_id_cache.json,file,json,1,2195,False,CACHE,,,4.0,22.0,,,json object,,v9:.github/workflows/player_props.yml; v9:.github/workflows/predict.yml; v9:src/api_football_ou.py,3,,0,v9:.github/workflows/player_props.yml; v9:.github/workflows/predict.yml,2,0,True,False
pro,team_scout_results.csv,file,csv,1,1256,False,UNKNOWN,,,14.0,9.0,,,,,,0,,0,,0,0,False,True
pro,.devcontainer/devcontainer.json,file,json,1,1046,False,UNKNOWN,,,,,,,,JSONDecodeError: Expecting property name enclosed in double quotes: line 3 column 3 (char 26),,0,,0,,0,0,False,True
pro,data/_backfill_fixtures.parquet,file,parquet,1,287871,True,UNKNOWN,2026-08-19T09:34:48,"Widen the git extract to all columns, so Pro can TRAIN and not only compare",935.0,149.0,2026-05-21 00:00:00,2026-08-25 00:00:00,fixture_key,,pro:.github/workflows/pro_backfill_results.yml; pro:src/pipelines/backfill_history.py,2,pro:src/pipelines/backfill_history.py,1,pro:.github/workflows/pro_backfill_results.yml,1,0,False,False
pro,data/_backfill_joined.parquet,file,parquet,1,210461,True,UNKNOWN,2026-08-19T11:46:32,pro: backfill results 2026-08-19 11:46 UTC,514.0,153.0,2026-05-21 00:00:00,2026-08-18 00:00:00,fixture_key,,pro:.github/workflows/pro_backfill_results.yml; pro:src/pipelines/backfill_history.py,2,,0,pro:.github/workflows/pro_backfill_results.yml,1,0,True,False
pro,experiments/shadow-ou25-12fb892eb5c7/bets.parquet,file,parquet,1,36923,False,DERIVED,,,564.0,17.0,2026-05-01 00:00:00,2026-08-18 00:00:00,fixture_key,,pro:src/pipelines/experiment.py,1,pro:tests/test_drift_experiment.py,1,,0,0,False,False
pro,experiments/shadow-ou25-12fb892eb5c7/by_league.csv,file,csv,1,937,False,UNKNOWN,,,2.0,23.0,,,,,pro:src/pipelines/experiment.py; v11:.github/workflows/v11_collect.yml,2,,0,v11:.github/workflows/v11_collect.yml,1,5,True,False
pro,experiments/shadow-ou25-12fb892eb5c7/manifest.json,file,json,1,772,False,REPORT,,,23.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml; pro:src/architecture/canonical.py; pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py; pro:src/prediction_lab/cross_market.py,7,pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py,2,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml,2,1,False,False
pro,experiments/shadow-ou25-12fb892eb5c7/metrics.json,file,json,1,1175,False,UNKNOWN,,,33.0,0.0,,,json object,,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,,0,1,False,False
pro,experiments/shadow-ou25-510ad7c40ae0/bets.parquet,file,parquet,1,24557,False,DERIVED,,,156.0,22.0,2026-05-01 00:00:00,2026-08-17 00:00:00,fixture_key,,pro:src/pipelines/experiment.py,1,pro:tests/test_drift_experiment.py,1,,0,0,False,False
pro,experiments/shadow-ou25-510ad7c40ae0/by_league.csv,file,csv,1,943,False,UNKNOWN,,,2.0,23.0,,,,,pro:src/pipelines/experiment.py; v11:.github/workflows/v11_collect.yml,2,,0,v11:.github/workflows/v11_collect.yml,1,5,True,False
pro,experiments/shadow-ou25-510ad7c40ae0/manifest.json,file,json,1,772,False,REPORT,,,23.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml; pro:src/architecture/canonical.py; pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py; pro:src/prediction_lab/cross_market.py,7,pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py,2,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml,2,1,False,False
pro,experiments/shadow-ou25-510ad7c40ae0/metrics.json,file,json,1,1029,False,UNKNOWN,,,29.0,0.0,,,json object,,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,,0,1,False,False
pro,experiments/shadow-ou25-5aa12ce66a8f/by_league.csv,file,csv,1,940,True,UNKNOWN,2026-08-19T09:00:56,pro: backfill results 2026-08-19 09:00 UTC,2.0,23.0,,,,,pro:src/pipelines/experiment.py; v11:.github/workflows/v11_collect.yml,2,,0,v11:.github/workflows/v11_collect.yml,1,5,True,False
pro,experiments/shadow-ou25-5aa12ce66a8f/manifest.json,file,json,1,746,True,REPORT,2026-08-19T09:00:56,pro: backfill results 2026-08-19 09:00 UTC,23.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml; pro:src/architecture/canonical.py; pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py; pro:src/prediction_lab/cross_market.py,7,pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py,2,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml,2,1,False,False
pro,experiments/shadow-ou25-5aa12ce66a8f/metrics.json,file,json,1,999,True,UNKNOWN,2026-08-19T09:00:56,pro: backfill results 2026-08-19 09:00 UTC,29.0,0.0,,,json object,,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,,0,1,False,False
pro,experiments/shadow-ou25-9d02da9c82af/bets.parquet,file,parquet,1,24557,False,DERIVED,,,156.0,22.0,2026-05-01 00:00:00,2026-08-17 00:00:00,fixture_key,,pro:src/pipelines/experiment.py,1,pro:tests/test_drift_experiment.py,1,,0,0,False,False
pro,experiments/shadow-ou25-9d02da9c82af/by_league.csv,file,csv,1,943,True,UNKNOWN,2026-08-19T08:27:36,Phase 5: market-relative test on real settled fixtures ג€” and why the result is not evide,2.0,23.0,,,,,pro:src/pipelines/experiment.py; v11:.github/workflows/v11_collect.yml,2,,0,v11:.github/workflows/v11_collect.yml,1,5,True,False
pro,experiments/shadow-ou25-9d02da9c82af/manifest.json,file,json,1,772,True,REPORT,2026-08-19T08:27:36,Phase 5: market-relative test on real settled fixtures ג€” and why the result is not evide,23.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml; pro:src/architecture/canonical.py; pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py; pro:src/prediction_lab/cross_market.py,7,pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py,2,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml,2,1,False,False
pro,experiments/shadow-ou25-9d02da9c82af/metrics.json,file,json,1,1029,True,UNKNOWN,2026-08-19T08:27:36,Phase 5: market-relative test on real settled fixtures ג€” and why the result is not evide,29.0,0.0,,,json object,,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,,0,1,False,False
pro,experiments/shadow-ou25-aa7b2a95cbe1/bets.parquet,file,parquet,1,27603,False,DERIVED,,,343.0,17.0,2026-05-01 00:00:00,2026-08-18 00:00:00,fixture_key,,pro:src/pipelines/experiment.py,1,pro:tests/test_drift_experiment.py,1,,0,0,False,False
pro,experiments/shadow-ou25-aa7b2a95cbe1/by_league.csv,file,csv,1,948,False,UNKNOWN,,,2.0,23.0,,,,,pro:src/pipelines/experiment.py; v11:.github/workflows/v11_collect.yml,2,,0,v11:.github/workflows/v11_collect.yml,1,5,True,False
pro,experiments/shadow-ou25-aa7b2a95cbe1/manifest.json,file,json,1,772,False,REPORT,,,23.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml; pro:src/architecture/canonical.py; pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py; pro:src/prediction_lab/cross_market.py,7,pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py,2,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml,2,1,False,False
pro,experiments/shadow-ou25-aa7b2a95cbe1/metrics.json,file,json,1,1175,False,UNKNOWN,,,33.0,0.0,,,json object,,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,,0,1,False,False
pro,experiments/shadow-ou25-bce721b1f6c5/by_league.csv,file,csv,1,934,True,UNKNOWN,2026-08-19T11:46:32,pro: backfill results 2026-08-19 11:46 UTC,2.0,23.0,,,,,pro:src/pipelines/experiment.py; v11:.github/workflows/v11_collect.yml,2,,0,v11:.github/workflows/v11_collect.yml,1,5,True,False
pro,experiments/shadow-ou25-bce721b1f6c5/manifest.json,file,json,1,746,True,REPORT,2026-08-19T11:46:32,pro: backfill results 2026-08-19 11:46 UTC,23.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml; pro:src/architecture/canonical.py; pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py; pro:src/prediction_lab/cross_market.py,7,pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py,2,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml,2,1,False,False
pro,experiments/shadow-ou25-bce721b1f6c5/metrics.json,file,json,1,1138,True,UNKNOWN,2026-08-19T11:46:32,pro: backfill results 2026-08-19 11:46 UTC,33.0,0.0,,,json object,,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,,0,1,False,False
pro,experiments/shadow-ou25-d2173a768ee2/bets.parquet,file,parquet,1,27603,False,DERIVED,,,343.0,17.0,2026-05-01 00:00:00,2026-08-18 00:00:00,fixture_key,,pro:src/pipelines/experiment.py,1,pro:tests/test_drift_experiment.py,1,,0,0,False,False
pro,experiments/shadow-ou25-d2173a768ee2/by_league.csv,file,csv,1,948,False,UNKNOWN,,,2.0,23.0,,,,,pro:src/pipelines/experiment.py; v11:.github/workflows/v11_collect.yml,2,,0,v11:.github/workflows/v11_collect.yml,1,5,True,False
pro,experiments/shadow-ou25-d2173a768ee2/manifest.json,file,json,1,772,False,REPORT,,,23.0,0.0,,,json object,,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml; pro:src/architecture/canonical.py; pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py; pro:src/prediction_lab/cross_market.py,7,pro:src/monitoring/manifest.py; pro:src/pipelines/experiment.py,2,pro:.github/workflows/pro_collect.yml; pro:.github/workflows/pro_prediction_lab.yml,2,1,False,False
pro,experiments/shadow-ou25-d2173a768ee2/metrics.json,file,json,1,1175,False,UNKNOWN,,,33.0,0.0,,,json object,,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,pro:research/oracle_backtest.py; pro:src/pipelines/experiment.py,2,,0,1,False,False
